level,parent_2d_code,parent_2d_label,code,label,jobs_2023,salary_mean_annual_gross_2018,contracts_2025,demandants_2025,unemployed_2025,ai_exposure,ai_confidence,source_url
4d,84,Conductores de vehículos para el transporte urbano o por carretera,8432,Conductores asalariados de camiones,,,189890,20806,11561,2,9,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_8432-Conductores-asalariados-de-camiones~.html
4d,84,Conductores de vehículos para el transporte urbano o por carretera,8440,Conductores de motocicletas y ciclomotores,,,38406,2929,1684,1,9,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_8440-Conductores-de-motocicletas-y-ciclomotores~.html
4d,91,Empleados domésticos,9100,Empleados domésticos,,,188252,46129,26492,0,10,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_9100-Empleados-dom-sticos~.html
4d,92,Otro personal de limpieza,9210,"Personal de limpieza de oficinas, hoteles y otros establecimientos similares",,,892551,441240,265283,1,10,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_9210-Personal-de-limpieza-de-oficinas--hoteles-y-otros-establecimientos-similares~.html
4d,92,Otro personal de limpieza,9221,Limpiadores en seco a mano y afines,,,15361,6511,3337,1,10,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_9221-Limpiadores-en-seco-a-mano-y-afines~.html
4d,92,Otro personal de limpieza,9222,Limpiadores de vehículos,,,13181,1161,718,1,10,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_9222-Limpiadores-de-veh-culos~.html
4d,92,Otro personal de limpieza,9223,Limpiadores de ventanas,,,761,547,359,0,10,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_9223-Limpiadores-de-ventanas~.html
4d,92,Otro personal de limpieza,9229,Otro personal de limpieza,,,153521,1030,520,1,10,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_9229-Otro-personal-de-limpieza~.html
4d,93,Ayudantes de preparación de alimentos,9310,Ayudantes de cocina,,,314013,47550,24278,1,10,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_9310-Ayudantes-de-cocina~.html
4d,93,Ayudantes de preparación de alimentos,9320,Preparadores de comidas rápidas,,,23805,1064,506,2,9,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_9320-Preparadores-de-comidas-r-pidas~.html
4d,94,"Recogedores de residuos urbanos, vendedores callejeros y otras ocupaciones elementales en servicios",9410,Vendedores callejeros,,,2137,112,71,0,10,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_9410-Vendedores-callejeros~.html
4d,94,"Recogedores de residuos urbanos, vendedores callejeros y otras ocupaciones elementales en servicios",9420,"Repartidores de publicidad, limpiabotas y otros trabajadores de oficios callejeros",,,11097,1915,1187,1,9,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_9420-Repartidores-de-publicidad--limpiabotas-y-otros-trabajadores-de-oficios-callejeros~.html
4d,94,"Recogedores de residuos urbanos, vendedores callejeros y otras ocupaciones elementales en servicios",9431,Ordenanzas,,,30999,26052,14060,1,9,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_9431-Ordenanzas~.html
4d,94,"Recogedores de residuos urbanos, vendedores callejeros y otras ocupaciones elementales en servicios",9432,Mozos de equipaje y afines,,,73370,540,260,1,9,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_9432-Mozos-de-equipaje-y-afines~.html
4d,94,"Recogedores de residuos urbanos, vendedores callejeros y otras ocupaciones elementales en servicios",9433,"Repartidores, recadistas y mensajeros a pie",,,53567,3526,1988,1,9,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_9433-Repartidores--recadistas-y-mensajeros-a-pie~.html
4d,94,"Recogedores de residuos urbanos, vendedores callejeros y otras ocupaciones elementales en servicios",9434,Lectores de contadores y recaudadores de máquinas recreativas y expendedoras,,,1625,375,238,1,9,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_9434-Lectores-de-contadores-y-recaudadores-de-m-quinas-recreativas-y-expendedoras~.html
4d,94,"Recogedores de residuos urbanos, vendedores callejeros y otras ocupaciones elementales en servicios",9441,Recogedores de residuos,,,29763,1999,1246,1,10,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_9441-Recogedores-de-residuos~.html
4d,94,"Recogedores de residuos urbanos, vendedores callejeros y otras ocupaciones elementales en servicios",9442,"Clasificadores de desechos, operarios de punto limpio y recogedores de chatarra",,,11895,646,428,1,9,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_9442-Clasificadores-de-desechos--operarios-de-punto-limpio-y-recogedores-de-chatarra~.html
4d,94,"Recogedores de residuos urbanos, vendedores callejeros y otras ocupaciones elementales en servicios",9443,Barrenderos y afines,,,62047,14491,9359,1,10,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_9443-Barrenderos-y-afines~.html
4d,94,"Recogedores de residuos urbanos, vendedores callejeros y otras ocupaciones elementales en servicios",9490,Otras ocupaciones elementales,,,111484,11718,5002,1,9,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_9490-Otras-ocupaciones-elementales~.html
4d,95,"Peones agrarios, forestales y de la pesca",9511,"Peones agrícolas (excepto en huertas, invernaderos, viveros y jardines)",,,979642,101778,27971,0,10,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_9511-Peones-agr-colas--excepto-en-huertas--invernaderos--viveros-y-jardines-~.html
4d,95,"Peones agrarios, forestales y de la pesca",9512,"Peones agrícolas en huertas, invernaderos, viveros y jardines",,,279060,26419,16557,1,10,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_9512-Peones-agr-colas-en-huertas--invernaderos--viveros-y-jardines~.html
4d,95,"Peones agrarios, forestales y de la pesca",9520,Peones ganaderos,,,18588,2031,1076,1,9,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_9520-Peones-ganaderos~.html
4d,95,"Peones agrarios, forestales y de la pesca",9530,Peones agropecuarios,,,137226,1362,494,0,10,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_9530-Peones-agropecuarios~.html
4d,95,"Peones agrarios, forestales y de la pesca",9541,Peones de la pesca,,,1426,127,52,1,10,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_9541-Peones-de-la-pesca~.html
4d,95,"Peones agrarios, forestales y de la pesca",9542,Peones de la acuicultura,,,2268,252,118,1,10,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_9542-Peones-de-la-acuicultura~.html
4d,95,"Peones agrarios, forestales y de la pesca",9543,Peones forestales y de la caza,,,23364,8245,4551,1,10,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_9543-Peones-forestales-y-de-la-caza~.html
4d,96,Peones de la construcción y de la minería,9601,Peones de obras públicas,,,110357,28646,16735,1,10,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_9601-Peones-de-obras-p-blicas~.html
4d,96,Peones de la construcción y de la minería,9602,Peones de la construcción de edificios,,,176757,106387,57067,0,10,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_9602-Peones-de-la-construcci-n-de-edificios~.html
4d,96,Peones de la construcción y de la minería,9603,"Peones de la minería, canteras y otras industrias extractivas",,,2402,250,149,0,10,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_9603-Peones-de-la-miner-a--canteras-y-otras-industrias-extractivas~.html
4d,97,Peones de las industrias manufactureras,9700,Peones de las industrias manufactureras,,,1084500,265199,151363,1,9,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_9700-Peones-de-las-industrias-manufactureras~.html
4d,98,"Peones del transporte, descargadores y reponedores",9811,Peones del transporte de mercancías y descargadores,,,392759,84501,49277,1,9,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_9811-Peones-del-transporte-de-mercanc-as-y-descargadores~.html
4d,98,"Peones del transporte, descargadores y reponedores",9812,Conductores de vehículos de tracción animal para el transporte de personas y similares,,,466,72,46,0,10,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_9812-Conductores-de-veh-culos-de-tracci-n-animal-para-el-transporte-de-personas-y-similares~.html
4d,98,"Peones del transporte, descargadores y reponedores",9820,Reponedores,,,76013,44210,27405,1,9,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_9820-Reponedores~.html
